Gene,Gain,High-level Gain,Total Samples,Loss,High-level Loss,No Change,Net CNV
CSF2RB_ENST00000406230,1,0,193,0,0,0,1
PTK2_ENST00000517712,1,0,193,0,0,0,1
UBR5_ENST00000521922,1,0,193,0,0,0,1
TRABD_ENST00000303434,1,0,193,0,0,0,1
YTHDF3_ENST00000621957,1,0,193,0,0,0,1
POLR2F_ENST00000460648,1,0,193,0,0,0,1
GRAMD1B_ENST00000638157,1,0,193,0,0,0,1
RGL3_ENST00000380456,1,0,193,0,0,0,1
ZNF7_ENST00000525266,1,0,193,0,0,0,1
OR5M3,1,0,193,0,0,0,1
DEPDC5_ENST00000535622,1,0,193,0,0,0,1
IQANK1,1,0,193,0,0,0,1
SMARCB1_ENST00000263121,1,0,193,0,0,0,1
TRIM49D2,1,0,193,0,0,0,1
CHEK2_ENST00000402731,1,0,193,0,0,0,1
SYBU_ENST00000424158,1,0,193,0,0,0,1
RBFOX2_ENST00000405409,1,0,193,0,0,0,1
TMEM68_ENST00000334667,1,0,193,0,0,0,1
VARS2_ENST00000321897,1,0,193,0,0,0,1
WDYHV1_ENST00000518125,1,0,193,0,0,0,1
RALYL_ENST00000521376,1,0,193,0,0,0,1
ARHGAP8_ENST00000356099,1,0,193,0,0,0,1
BCL2L13_ENST00000337612,1,0,193,0,0,0,1
TMEM205_ENST00000586218,1,0,193,0,0,0,1
DEFB130A,1,0,193,0,0,0,1
RAD21_ENST00000518055,1,0,193,0,0,0,1
SNU13_ENST00000215956,1,0,193,0,0,0,1
MTMR3_ENST00000351488,1,0,193,0,0,0,1
EIF3H_ENST00000276682,1,0,193,0,0,0,1
TIAM1_ENST00000541036,1,0,193,0,0,0,1
C8orf34_ENST00000348340,1,0,193,0,0,0,1
ERLIN2_ENST00000519638,1,0,193,0,0,0,1
APOL4_ENST00000328429,1,0,193,0,0,0,1
TMEM126A_ENST00000528105,1,0,193,0,0,0,1
OR5B2_ENST00000302581,1,0,193,0,0,0,1
EMID1_ENST00000404820,1,0,193,0,0,0,1
TMPRSS5_ENST00000544634,1,0,193,0,0,0,1
NDUFB9_ENST00000517367,1,0,193,0,0,0,1
HYOU1_ENST00000612687,1,0,193,0,0,0,1
C8orf34_ENST00000325233,1,0,193,0,0,0,1
DGCR8_ENST00000383024,1,0,193,0,0,0,1
APP_ENST00000348990,1,0,193,0,0,0,1
APP_ENST00000354192,1,0,193,0,0,0,1
PDP1_ENST00000517764,1,0,193,0,0,0,1
RUNX1T1_ENST00000613302,1,0,193,0,0,0,1
SLC18A1_ENST00000381608,1,0,193,0,0,0,1
SLCO2B1_ENST00000525650,1,0,193,0,0,0,1
EIF3L_ENST00000406934,1,0,193,0,0,0,1
NRG1_ENST00000405005,1,0,193,0,0,0,1
VARS2_ENST00000625423,1,0,193,0,0,0,1
HIRA_ENST00000340170,1,0,193,0,0,0,1
SHD_ENST00000599689,1,0,193,0,0,0,1
SLC43A3_ENST00000395123,1,0,193,0,0,0,1
PLEC_ENST00000354958,1,0,193,0,0,0,1
CHCHD7_ENST00000518801,1,0,193,0,0,0,1
GRAMD1B_ENST00000635736,1,0,193,0,0,0,1
RUNX1T1_ENST00000613886,1,0,193,0,0,0,1
PNPLA5_ENST00000381198,1,0,193,0,0,0,1
ELOF1_ENST00000591912,1,0,193,0,0,0,1
TRIM51_ENST00000244891,1,0,193,0,0,0,1
ADA2_ENST00000330232,1,0,193,0,0,0,1
ZNF706_ENST00000517844,1,0,193,0,0,0,1
MROH6_ENST00000533679,1,0,193,0,0,0,1
KRTAP19-6,1,0,193,0,0,0,1
HMBS_ENST00000392841,1,0,193,0,0,0,1
KCNJ1_ENST00000440599,1,0,193,0,0,0,1
SDHD_ENST00000528021,1,0,193,0,0,0,1
MATN2_ENST00000524308,1,0,193,0,0,0,1
GLI4_ENST00000517468,1,0,193,0,0,0,1
LY6E_ENST00000521003,1,0,193,0,0,0,1
FBXL12_ENST00000586651,1,0,193,0,0,0,1
NCAM1_ENST00000618266,1,0,193,0,0,0,1
OSBP2_ENST00000403222,1,0,193,0,0,0,1
KDM4D_ENST00000610872,1,0,193,0,0,0,1
KRTAP20-3,1,0,193,0,0,0,1
ZNF737_ENST00000596797,1,0,193,0,0,0,1
AIFM3_ENST00000399163,1,0,193,0,0,0,1
ZNF699_ENST00000308650,1,0,193,0,0,0,1
BAALC_ENST00000306391,1,0,193,0,0,0,1
ZNF266_ENST00000588933,1,0,193,0,0,0,1
POLR2F_ENST00000470701,1,0,193,0,0,0,1
YAP1_ENST00000524575,1,0,193,0,0,0,1
ODF3B_ENST00000428989,1,0,193,0,0,0,1
IZUMO1R_ENST00000440961,1,0,193,0,0,0,1
PRR5_ENST00000006251,1,0,193,0,0,0,1
TTC12_ENST00000529221,1,0,193,0,0,0,1
FDFT1_ENST00000623368,1,0,193,0,0,0,1
GRAMD4_ENST00000408031,1,0,193,0,0,0,1
NUP50_ENST00000396096,1,0,193,0,0,0,1
ARSA_ENST00000395621,1,0,193,0,0,0,1
KANK2_ENST00000589894,1,0,193,0,0,0,1
FAM217B,1,0,193,0,0,0,1
PRDM10_ENST00000304538,1,0,193,0,0,0,1
PRAME_ENST00000398741,1,0,193,0,0,0,1
THY1_ENST00000528522,1,0,193,0,0,0,1
SPATC1_ENST00000447830,1,0,193,0,0,0,1
EEF1D_ENST00000618139,1,0,193,0,0,0,1
AC138647.1_ENST00000427937,1,0,193,0,0,0,1
COX6C_ENST00000520271,1,0,193,0,0,0,1
ZFPM2_ENST00000520492,1,0,193,0,0,0,1
SLC39A14_ENST00000240095,1,0,193,0,0,0,1
ZNF559_ENST00000317221,1,0,193,0,0,0,1
ZNF85_ENST00000597314,1,0,193,0,0,0,1
RGS22_ENST00000523287,1,0,193,0,0,0,1
ADAM2_ENST00000521880,1,0,193,0,0,0,1
PDE4A_ENST00000344979,1,0,193,0,0,0,1
SYNDIG1,1,0,193,0,0,0,1
NTRK3_ENST00000317501,1,0,193,0,0,0,1
ENTPD4_ENST00000356206,1,0,193,0,0,0,1
MPPED1_ENST00000443721,1,0,193,0,0,0,1
SYBU_ENST00000440310,1,0,193,0,0,0,1
ZNF414_ENST00000255616,1,0,193,0,0,0,1
HMBOX1_ENST00000287701,1,0,193,0,0,0,1
ARCN1_ENST00000392859,1,0,193,0,0,0,1
RNF225,1,0,193,0,0,0,1
SDCBP_ENST00000630925,1,0,193,0,0,0,1
KREMEN1_ENST00000407188,1,0,193,0,0,0,1
GMIP_ENST00000587238,1,0,193,0,0,0,1
COMMD5_ENST00000543949,1,0,193,0,0,0,1
POLR3H_ENST00000407461,1,0,193,0,0,0,1
RBFOX2_ENST00000449924,1,0,193,0,0,0,1
MS4A4E_ENST00000398984,1,0,193,0,0,0,1
RIMS2_ENST00000507740,1,0,193,0,0,0,1
PNOC_ENST00000522209,1,0,193,0,0,0,1
ZNF7_ENST00000528130,1,0,193,0,0,0,1
RAC2_ENST00000405484,1,0,193,0,0,0,1
TMEM218_ENST00000529583,1,0,193,0,0,0,1
HTR3A_ENST00000299961,1,0,193,0,0,0,1
ADSL_ENST00000216194,1,0,193,0,0,0,1
ZNF202_ENST00000530393,1,0,193,0,0,0,1
CASP5_ENST00000526056,1,0,193,0,0,0,1
ADAMTS10_ENST00000597188,1,0,193,0,0,0,1
ENPP2_ENST00000075322,1,0,193,0,0,0,1
RPL8_ENST00000394920,1,0,193,0,0,0,1
FXYD6_ENST00000260282,1,0,193,0,0,0,1
RGS20_ENST00000522225,1,0,193,0,0,0,1
EPHX2_ENST00000518379,1,0,193,0,0,0,1
SERHL2_ENST00000335879,1,0,193,0,0,0,1
PICALM_ENST00000356360,1,0,193,0,0,0,1
BCL2L13_ENST00000538149,1,0,193,0,0,0,1
GAB4_ENST00000643316,1,0,193,0,0,0,1
FBXO32_ENST00000443022,1,0,193,0,0,0,1
PNPLA5_ENST00000593866,1,0,193,0,0,0,1
UPK3A_ENST00000396082,1,0,193,0,0,0,1
PTK2_ENST00000520892,1,0,193,0,0,0,1
SLC43A1_ENST00000528450,1,0,193,0,0,0,1
FAM118A_ENST00000441876,1,0,193,0,0,0,1
IFNAR2_ENST00000382264,1,0,193,0,0,0,1
APOL4_ENST00000332987,1,0,193,0,0,0,1
NOX4_ENST00000528341,1,0,193,0,0,0,1
RASL10A_ENST00000401450,1,0,193,0,0,0,1
MSANTD2_ENST00000239614,1,0,193,0,0,0,1
KDM4B_ENST00000381759,1,0,193,0,0,0,1
NECAB1_ENST00000521366,1,0,193,0,0,0,1
TTLL9_ENST00000375938,1,0,193,0,0,0,1
ENPP2_ENST00000522826,1,0,193,0,0,0,1
GLI4_ENST00000521682,1,0,193,0,0,0,1
ADM2_ENST00000395737,1,0,193,0,0,0,1
DMTN_ENST00000415253,1,0,193,0,0,0,1
GLI4_ENST00000523522,1,0,193,0,0,0,1
YWHAZ_ENST00000395948,1,0,193,0,0,0,1
NPM2_ENST00000621538,1,0,193,0,0,0,1
CTNND1_ENST00000530094,1,0,193,0,0,0,1
CA1_ENST00000542576,1,0,193,0,0,0,1
OR5J2,1,0,193,0,0,0,1
ASAH1_ENST00000520781,1,0,193,0,0,0,1
XKR9_ENST00000520030,1,0,193,0,0,0,1
DIXDC1_ENST00000529225,1,0,193,0,0,0,1
CACNA1A_ENST00000637276,1,0,193,0,0,0,1
PNPLA5_ENST00000597664,1,0,193,0,0,0,1
TEX12_ENST00000530752,1,0,193,0,0,0,1
LETM2_ENST00000527710,1,0,193,0,0,0,1
TRIQK_ENST00000524037,1,0,193,0,0,0,1
POLDIP3_ENST00000348657,1,0,193,0,0,0,1
AKAP13_ENST00000394510,1,0,193,0,0,0,1
ELOC_ENST00000602840,1,0,193,0,0,0,1
KRTAP27-1,1,0,193,0,0,0,1
ENPP2_ENST00000522167,1,0,193,0,0,0,1
SCAPER,0,36,193,7,2,173,-7
SCAPER_ENST00000538941,0,36,193,0,0,0,0
SCAPER_ENST00000324767,0,36,193,0,0,0,0
DNAAF5,0,24,193,8,2,173,-8
DNAAF5_ENST00000403952,0,24,193,0,0,0,0
MMP26,0,18,193,0,0,0,0
OR51A4,0,17,193,2,0,173,-2
RHD,0,14,193,13,0,173,-13
RHD_ENST00000328664,0,14,193,0,0,0,0
RHD_ENST00000568195,0,14,193,0,0,0,0
RHD_ENST00000622561,0,14,193,0,0,0,0
RHD_ENST00000357542,0,14,193,0,0,0,0
RHD_ENST00000454452,0,14,193,0,0,0,0
RHD_ENST00000417538,0,14,193,0,0,0,0
RHD_ENST00000423810,0,14,193,0,0,0,0
OR51A2,0,13,193,0,0,0,0
BTNL3,0,10,193,9,0,173,-9
FHIT,0,9,193,10,0,173,-10
OR52N5,0,9,193,7,0,173,-7
OR52N1,0,9,193,5,0,173,-5
OR52N1_ENST00000317078,0,9,193,0,0,0,0
FHIT_ENST00000476844,0,9,193,0,0,0,0
TRIM5_ENST00000380027,0,9,193,0,0,0,0
FHIT_ENST00000492590,0,9,193,0,0,0,0
OR52N5_ENST00000317093,0,9,193,0,0,0,0
RBFOX1_ENST00000641259,0,9,193,0,0,0,0
SLIT3,0,7,193,7,0,173,-7
OR51A4_ENST00000380373,0,7,193,0,0,0,0
SLIT3_ENST00000519560,0,7,193,0,0,0,0
SLIT3_ENST00000404867,0,7,193,0,0,0,0
LGALS9C,0,6,193,10,0,173,-10
RBFOX1_ENST00000550418,0,6,193,0,0,0,0
LGALS9C_ENST00000584941,0,6,193,0,0,0,0
RBFOX1_ENST00000547372,0,6,193,0,0,0,0
LGALS9C_ENST00000581545,0,6,193,0,0,0,0
RBFOX1_ENST00000552089,0,6,193,0,0,0,0
RBFOX1_ENST00000553186,0,6,193,0,0,0,0
LGALS9C_ENST00000583322,0,6,193,0,0,0,0
RBFOX1,0,6,193,0,0,0,0
RBFOX1_ENST00000535565,0,6,193,0,0,0,0
RBFOX1_ENST00000547338,0,6,193,0,0,0,0
ALG1L2,0,5,193,11,0,173,-11
SLC12A7,0,4,193,12,0,173,-12
SLC6A18,0,4,193,12,0,173,-12
SDHA,0,4,193,11,2,173,-11
PDCD6,0,4,193,11,0,173,-11
KCNG2,0,4,193,11,0,173,-11
EXOC3,0,4,193,10,1,173,-10
PLEKHG4B,0,4,193,10,0,173,-10
TRIP13,0,4,193,10,0,173,-10
CTDP1,0,4,193,10,0,173,-10
LPCAT1,0,4,193,9,0,173,-9
NDUFS6,0,4,193,9,0,173,-9
MRPL36,0,4,193,9,0,173,-9
CLPTM1L,0,4,193,9,0,173,-9
HPCAL1,0,4,193,9,0,173,-9
BRD9,0,4,193,8,2,173,-8
NFATC1,0,4,193,8,1,173,-8
NKD2,0,4,193,7,0,173,-7
TERT,0,4,193,7,0,173,-7
SLC9A3,0,4,193,7,0,173,-7
SLC6A19,0,4,193,6,0,173,-6
CCDC127,0,4,193,5,4,173,-5
AHRR,0,4,193,5,0,173,-5
PQLC1,0,4,193,5,0,173,-5
TPPP,0,4,193,5,0,173,-5
SNX30,0,4,193,5,0,173,-5
ATP9B,0,4,193,4,5,173,-4
CEP72,0,4,193,4,0,173,-4
LRRC14B,0,4,193,2,0,173,-2
IRX4,0,4,193,2,0,173,-2
SLC6A3,0,4,193,2,0,173,-2
IRX4_ENST00000505790,0,4,193,0,0,0,0
IRX4_ENST00000622814,0,4,193,0,0,0,0
AHRR_ENST00000505113,0,4,193,0,0,0,0
NFATC1_ENST00000592223,0,4,193,0,0,0,0
TERT_ENST00000334602,0,4,193,0,0,0,0
NDUFS6_ENST00000469176,0,4,193,0,0,0,0
CLPTM1L_ENST00000507807,0,4,193,0,0,0,0
PQLC1_ENST00000357575,0,4,193,0,0,0,0
RBFOX1_ENST00000340209,0,4,193,0,0,0,0
NFATC1_ENST00000318065,0,4,193,0,0,0,0
NKD2_ENST00000274150,0,4,193,0,0,0,0
PDCD6_ENST00000614778,0,4,193,0,0,0,0
EXOC3_ENST00000315013,0,4,193,0,0,0,0
IRX4_ENST00000231357,0,4,193,0,0,0,0
RBFOX1_ENST00000355637,0,4,193,0,0,0,0
RBFOX1_ENST00000620507,0,4,193,0,0,0,0
MRPL36_ENST00000382647,0,4,193,0,0,0,0
PDCD6_ENST00000505221,0,4,193,0,0,0,0
PDCD6_ENST00000507528,0,4,193,0,0,0,0
ATP9B_ENST00000458297,0,4,193,0,0,0,0
MRPL36_ENST00000505059,0,4,193,0,0,0,0
CLPTM1L_ENST00000630539,0,4,193,0,0,0,0
NFATC1_ENST00000542384,0,4,193,0,0,0,0
SDHA_ENST00000504309,0,4,193,0,0,0,0
AHRR_ENST00000506456,0,4,193,0,0,0,0
ZDHHC11_ENST00000511539,0,4,193,0,0,0,0
NFATC1_ENST00000397790,0,4,193,0,0,0,0
SLC9A3_ENST00000514375,0,4,193,0,0,0,0
HPCAL1_ENST00000381765,0,4,193,0,0,0,0
NFATC1_ENST00000586434,0,4,193,0,0,0,0
IRX4_ENST00000513692,0,4,193,0,0,0,0
AHRR_ENST00000512529,0,4,193,0,0,0,0
BRD9_ENST00000483173,0,4,193,0,0,0,0
HPCAL1_ENST00000307845,0,4,193,0,0,0,0
AHRR_ENST00000515206,0,4,193,0,0,0,0
CTDP1_ENST00000299543,0,4,193,0,0,0,0
TERT_ENST00000508104,0,4,193,0,0,0,0
RBFOX1_ENST00000311745,0,4,193,0,0,0,0
SDHA_ENST00000617470,0,4,193,0,0,0,0
HPCAL1_ENST00000622018,0,4,193,0,0,0,0
CTDP1_ENST00000075430,0,4,193,0,0,0,0
PDCD6_ENST00000509581,0,4,193,0,0,0,0
NFATC1_ENST00000545796,0,4,193,0,0,0,0
RBFOX1_ENST00000436368,0,4,193,0,0,0,0
PDCD6_ENST00000618970,0,4,193,0,0,0,0
HPCAL1_ENST00000613496,0,4,193,0,0,0,0
MRPL36_ENST00000505818,0,4,193,0,0,0,0
PQLC1_ENST00000590381,0,4,193,0,0,0,0
ATP9B_ENST00000307671,0,4,193,0,0,0,0
SDHA_ENST00000510361,0,4,193,0,0,0,0
NFATC1_ENST00000253506,0,4,193,0,0,0,0
NFATC1_ENST00000587635,0,4,193,0,0,0,0
NFATC1_ENST00000329101,0,4,193,0,0,0,0
SLC9A3_ENST00000644203,0,4,193,0,0,0,0
NFATC1_ENST00000591814,0,4,193,0,0,0,0
PDCD6_ENST00000628729,0,4,193,0,0,0,0
PLEKHG4B_ENST00000637938,0,4,193,0,0,0,0
RALGAPA2,0,3,193,48,16,173,-48
DLL1,0,3,193,12,0,173,-12
PSMB1,0,3,193,10,3,173,-10
MIER2,0,3,193,10,1,173,-10
TBP,0,3,193,9,4,173,-9
HSBP1L1,0,3,193,9,0,173,-9
FBXL7,0,3,193,9,0,173,-9
THBS2,0,3,193,9,0,173,-9
PRKCA,0,3,193,9,0,173,-9
PARD6G,0,3,193,8,0,173,-8
SHC2,0,3,193,7,0,173,-7
NRCAM,0,3,193,7,0,173,-7
CDC34,0,3,193,7,0,173,-7
KIF26B,0,3,193,7,0,173,-7
CFHR1,0,3,193,7,0,173,-7
FAM120B,0,3,193,6,5,173,-6
TXNL4A,0,3,193,6,1,173,-6
THEG,0,3,193,6,0,173,-6
MADCAM1,0,3,193,6,0,173,-6
PDCD2,0,3,193,6,0,173,-6
C6orf120,0,3,193,5,4,173,-5
MAD1L1,0,3,193,5,3,173,-5
WDR27,0,3,193,5,0,173,-5
RNF175,0,3,193,5,0,173,-5
C2CD4C,0,3,193,5,0,173,-5
ADNP2,0,3,193,4,0,173,-4
SALL3,0,3,193,4,0,173,-4
TCTE3,0,3,193,4,0,173,-4
SDK1,0,3,193,4,0,173,-4
ERMARD,0,3,193,3,4,173,-3
PHF10,0,3,193,3,0,173,-3
DDC,0,3,193,2,0,173,-2
ODF3L2,0,3,193,2,0,173,-2
PLPP2,0,3,193,2,0,173,-2
SYNE3_ENST00000557275,0,3,193,0,0,0,0
MAD1L1_ENST00000399654,0,3,193,0,0,0,0
FIGNL1_ENST00000613602,0,3,193,0,0,0,0
WDR27_ENST00000423258,0,3,193,0,0,0,0
OR4F17_ENST00000618231,0,3,193,0,0,0,0
SALL3_ENST00000616649,0,3,193,0,0,0,0
VSTM2B,0,3,193,0,0,0,0
DDC_ENST00000357936,0,3,193,0,0,0,0
PDCD2_ENST00000443345,0,3,193,0,0,0,0
CTBP2_ENST00000494626,0,3,193,0,0,0,0
PHF10_ENST00000612128,0,3,193,0,0,0,0
THBS2_ENST00000617924,0,3,193,0,0,0,0
PDCD2_ENST00000392090,0,3,193,0,0,0,0
MAD1L1_ENST00000265854,0,3,193,0,0,0,0
DDC_ENST00000615193,0,3,193,0,0,0,0
FAM120B_ENST00000625626,0,3,193,0,0,0,0
RBFA_ENST00000262197,0,3,193,0,0,0,0
TBP_ENST00000230354,0,3,193,0,0,0,0
DDC_ENST00000431062,0,3,193,0,0,0,0
PHF10_ENST00000366780,0,3,193,0,0,0,0
PARD6G_ENST00000470488,0,3,193,0,0,0,0
MADCAM1_ENST00000382683,0,3,193,0,0,0,0
TBP_ENST00000540980,0,3,193,0,0,0,0
THEG_ENST00000530711,0,3,193,0,0,0,0
PDCD2_ENST00000537445,0,3,193,0,0,0,0
SYNE3_ENST00000553340,0,3,193,0,0,0,0
PLPP2_ENST00000434325,0,3,193,0,0,0,0
MADCAM1_ENST00000587541,0,3,193,0,0,0,0
TBP_ENST00000616883,0,3,193,0,0,0,0
DDC_ENST00000426377,0,3,193,0,0,0,0
NRCAM_ENST00000613830,0,3,193,0,0,0,0
PDCD2_ENST00000614056,0,3,193,0,0,0,0
NRCAM_ENST00000379024,0,3,193,0,0,0,0
PDCD2_ENST00000453163,0,3,193,0,0,0,0
TXNL4A_ENST00000585474,0,3,193,0,0,0,0
THEG_ENST00000346878,0,3,193,0,0,0,0
NRCAM_ENST00000425651,0,3,193,0,0,0,0
ERMARD_ENST00000418781,0,3,193,0,0,0,0
NRCAM_ENST00000413765,0,3,193,0,0,0,0
VIPR2_ENST00000421760,0,3,193,0,0,0,0
ERMARD_ENST00000588451,0,3,193,0,0,0,0
CTBP2_ENST00000531469,0,3,193,0,0,0,0
TXNL4A_ENST00000592837,0,3,193,0,0,0,0
MADCAM1_ENST00000617201,0,3,193,0,0,0,0
MAD1L1_ENST00000402746,0,3,193,0,0,0,0
SALL3_ENST00000575389,0,3,193,0,0,0,0
FAM120B_ENST00000476287,0,3,193,0,0,0,0
NRCAM_ENST00000379022,0,3,193,0,0,0,0
SDK1_ENST00000615806,0,3,193,0,0,0,0
ATP9B_ENST00000586722,0,3,193,0,0,0,0
PDCD2_ENST00000542896,0,3,193,0,0,0,0
RBFA,0,3,193,0,0,0,0
CTBP2_ENST00000337195,0,3,193,0,0,0,0
SALL3_ENST00000536229,0,3,193,0,0,0,0
ERMARD_ENST00000366772,0,3,193,0,0,0,0
OR4F17,0,3,193,0,0,0,0
MADCAM1_ENST00000622462,0,3,193,0,0,0,0
TPGS1,0,3,193,0,0,0,0
RALGAPA2_ENST00000620717,0,3,193,0,0,0,0
MADCAM1_ENST00000619333,0,3,193,0,0,0,0
MADCAM1_ENST00000613880,0,3,193,0,0,0,0
SYNE3,0,3,193,0,0,0,0
ODF3L2_ENST00000382696,0,3,193,0,0,0,0
NRCAM_ENST00000351718,0,3,193,0,0,0,0
SDK1_ENST00000389531,0,3,193,0,0,0,0
TXNL4A_ENST00000588162,0,3,193,0,0,0,0
TXNL4A_ENST00000591711,0,3,193,0,0,0,0
TXNL4A_ENST00000592957,0,3,193,0,0,0,0
DDC_ENST00000617822,0,3,193,0,0,0,0
OR4F17_ENST00000318050,0,3,193,0,0,0,0
PLPP2_ENST00000269812,0,3,193,0,0,0,0
MADCAM1_ENST00000346144,0,3,193,0,0,0,0
ERMARD_ENST00000392095,0,3,193,0,0,0,0
BX248415.1,0,3,193,0,0,0,0
CTBP2_ENST00000411419,0,3,193,0,0,0,0
FAM120B_ENST00000630384,0,3,193,0,0,0,0
CFHR1_ENST00000367424,0,3,193,0,0,0,0
MADCAM1_ENST00000621286,0,3,193,0,0,0,0
PHF10_ENST00000621772,0,3,193,0,0,0,0
FBXL7_ENST00000510662,0,3,193,0,0,0,0
DDC_ENST00000622873,0,3,193,0,0,0,0
PLAC1,0,2,193,21,0,173,-21
IDI1,0,2,193,18,0,173,-18
SULF2,0,2,193,17,0,173,-17
HCN2,0,2,193,17,0,173,-17
PCDHGA1,0,2,193,16,0,173,-16
OPRD1,0,2,193,14,0,173,-14
PTPRZ1,0,2,193,14,0,173,-14
BSG,0,2,193,14,0,173,-14
LDLRAD4,0,2,193,13,0,173,-13
GZMM,0,2,193,12,0,173,-12
PTPRG,0,2,193,12,0,173,-12
PCDHGB7,0,2,193,11,0,173,-11
PTPRN2,0,2,193,11,0,173,-11
CALN1,0,2,193,11,0,173,-11
GIMAP8,0,2,193,11,0,173,-11
GIMAP7,0,2,193,11,0,173,-11
PRKAR1B,0,2,193,11,0,173,-11
GBX1,0,2,193,11,0,173,-11
FAM122B,0,2,193,10,3,173,-10
AIFM1,0,2,193,10,1,173,-10
HPRT1,0,2,193,10,1,173,-10
SMOC2,0,2,193,10,0,173,-10
PNMA5,0,2,193,10,0,173,-10
SH2D1A,0,2,193,10,0,173,-10
ACTR3C,0,2,193,10,0,173,-10
GIMAP1,0,2,193,10,0,173,-10
PCDHGB1,0,2,193,10,0,173,-10
PCDHGA10,0,2,193,10,0,173,-10
PCDHGA6,0,2,193,10,0,173,-10
SSPO,0,2,193,10,0,173,-10
PCDHGB2,0,2,193,10,0,173,-10
G6PD,0,2,193,10,0,173,-10
IKBKG,0,2,193,10,0,173,-10
PCDHGB4,0,2,193,10,0,173,-10
DACT2,0,2,193,10,0,173,-10
DIP2C,0,2,193,10,0,173,-10
FAM122C,0,2,193,9,1,173,-9
MOSPD1,0,2,193,9,1,173,-9
IPCEF1,0,2,193,9,0,173,-9
ABCB8,0,2,193,9,0,173,-9
TMEM176A,0,2,193,9,0,173,-9
SMARCD3,0,2,193,9,0,173,-9
ODC1,0,2,193,9,0,173,-9
TMEM184A,0,2,193,9,0,173,-9
PCDHGC5,0,2,193,9,0,173,-9
ZNF467,0,2,193,9,0,173,-9
GLRX5,0,2,193,9,0,173,-9
ASMTL,0,2,193,9,0,173,-9
APBA2,0,2,193,9,0,173,-9
ASB2,0,2,193,9,0,173,-9
GPR146,0,2,193,9,0,173,-9
PCDHGB6,0,2,193,9,0,173,-9
ADAP1,0,2,193,9,0,173,-9
LARP4B,0,2,193,8,8,173,-8
ZNF630,0,2,193,8,4,173,-8
CHPF2,0,2,193,8,1,173,-8
LIMK1,0,2,193,8,1,173,-8
INTS6L,0,2,193,8,1,173,-8
KRTAP17-1,0,2,193,8,0,173,-8
RARRES2,0,2,193,8,0,173,-8
RTL8B,0,2,193,8,0,173,-8
TMEM255A,0,2,193,8,0,173,-8
NCAPG2,0,2,193,8,0,173,-8
KCNH2,0,2,193,8,0,173,-8
PCDHGC4,0,2,193,8,0,173,-8
GIMAP6,0,2,193,8,0,173,-8
PCDHB14,0,2,193,8,0,173,-8
PCDHGA7,0,2,193,8,0,173,-8
PCDHB7,0,2,193,8,0,173,-8
SLC25A2,0,2,193,8,0,173,-8
ATG9B,0,2,193,8,0,173,-8
PCDHGB3,0,2,193,8,0,173,-8
PCDHGA8,0,2,193,8,0,173,-8
INSIG1,0,2,193,8,0,173,-8
NUDT1,0,2,193,8,0,173,-8
CNPY1,0,2,193,8,0,173,-8
GIMAP4,0,2,193,8,0,173,-8
GIMAP2,0,2,193,8,0,173,-8
DNAJB6,0,2,193,7,7,173,-7
STAG2,0,2,193,7,4,173,-7
GTPBP4,0,2,193,7,3,173,-7
WDR1,0,2,193,7,2,173,-7
PCDHGA5,0,2,193,7,0,173,-7
PCDHB13,0,2,193,7,0,173,-7
AOC1,0,2,193,7,0,173,-7
TCP10L2,0,2,193,7,0,173,-7
PCDHB9,0,2,193,7,0,173,-7
TMEFF2,0,2,193,7,0,173,-7
ADARB2,0,2,193,7,0,173,-7
MGAM,0,2,193,7,0,173,-7
TUBB8,0,2,193,7,0,173,-7
RTL8C,0,2,193,7,0,173,-7
CYB5A,0,2,193,7,0,173,-7
JAK2,0,2,193,7,0,173,-7
PCDHB11,0,2,193,7,0,173,-7
HS6ST1,0,2,193,7,0,173,-7
ZNF862,0,2,193,7,0,173,-7
TMEM176B,0,2,193,7,0,173,-7
PPP1R9A,0,2,193,7,0,173,-7
GIMAP5,0,2,193,7,0,173,-7
NOS3,0,2,193,7,0,173,-7
GPER1,0,2,193,7,0,173,-7
AGAP3,0,2,193,7,0,173,-7
STARD3NL,0,2,193,6,15,173,-6
EIPR1,0,2,193,6,4,173,-6
MRM2,0,2,193,6,2,173,-6
WWOX,0,2,193,6,2,173,-6
XIAP,0,2,193,6,2,173,-6
SUN1,0,2,193,6,1,173,-6
PCDHGA11,0,2,193,6,0,173,-6
CT55,0,2,193,6,0,173,-6
INTS1,0,2,193,6,0,173,-6
PCDHGA2,0,2,193,6,0,173,-6
FASTK,0,2,193,6,0,173,-6
PRR26,0,2,193,6,0,173,-6
ATP6V0E2,0,2,193,6,0,173,-6
PCDHGA9,0,2,193,6,0,173,-6
GET4,0,2,193,6,0,173,-6
PCDHB10,0,2,193,6,0,173,-6
CRYGN,0,2,193,6,0,173,-6
UNC93A,0,2,193,6,0,173,-6
PCDHB8,0,2,193,6,0,173,-6
SCAMP4,0,2,193,6,0,173,-6
RFLNA,0,2,193,6,0,173,-6
PCDHB15,0,2,193,6,0,173,-6
CCR6,0,2,193,6,0,173,-6
WDFY4,0,2,193,6,0,173,-6
PCDHGC3,0,2,193,6,0,173,-6
MICALL2,0,2,193,6,0,173,-6
PCDHB12,0,2,193,6,0,173,-6
PSMG3,0,2,193,6,0,173,-6
SIPA1L2,0,2,193,6,0,173,-6
NUB1,0,2,193,5,12,173,-5
